,forecast_date,region_code,warehouse,timeframe,mafe_exp1,mafe_exp2,mafe_exp3,mafe_exp4,mafe_exp5,mafe_exp6,mafe_exp7,mafe_exp8
0,2022-08-02,BOG,ALQ,1,35.5817403346407,35.9378595179414,35.811104432682,34.698908222525,34.9696706310075,33.1801317213446,33.2183835756693,34.9143590358763
1,2022-09-05,BOG,ALQ,30,61.9414261741338,54.474278191056,52.7990876665296,60.7312214164006,53.5239996429291,53.9495357861221,54.0487131613936,51.9556365908552
2,2022-08-11,BOG,ALQ,9,42.6305634297686,37.8512417831337,35.732292569892,37.3353455948208,35.6994445347626,36.3556176282514,35.2841724464106,34.2823596275275
3,2022-09-02,BOG,ALQ,28,47.3696571353029,40.8663490164481,40.2235830295913,44.6100601710166,44.6078724731466,44.7420897143962,43.0750698576573,42.7304709335408
4,2022-08-10,BOG,ALQ,8,38.4486638528632,35.0113211552744,34.1184438579249,36.8663459468716,32.7731469062701,32.4269611382966,31.2991087900053,31.6495141441643
5,2022-08-22,BOG,ALQ,18,44.3084719088738,39.1584332743656,38.9871371305808,44.0578573144833,39.7585642573584,39.1409795173595,39.2350473254519,39.6793510217758
6,2022-08-03,BOG,ALQ,2,32.0499439572711,31.7956124275982,34.1302075747915,31.4813157569572,37.6525203670141,35.0408750984013,34.8624008548831,36.863223355472
7,2022-08-09,BOG,ALQ,7,37.0930215037082,37.9835404563248,37.0825215343784,37.2159016017049,35.7261405896339,34.3219135371697,33.8801968750039,35.1588012570675
8,2022-08-12,BOG,ALQ,10,44.1465053147044,38.5532281326986,38.6537395968604,42.737064670825,38.5827054056504,39.4009361582342,38.9154526438879,37.7865489679453
9,2022-08-24,BOG,ALQ,20,42.6544353711084,36.720568643129,39.336363099631,41.1856063302275,44.0729923233597,43.563902075624,42.8408157654871,42.039531786874
10,2022-08-17,BOG,ALQ,14,42.4114550722038,38.5503021418266,39.5547729071967,39.477633508126,45.2813121997526,43.2536216828049,41.6131399333626,42.8487491601817
11,2022-08-05,BOG,ALQ,4,35.6919007747606,34.2378322832511,34.230398094414,32.3116093688602,36.4120201709388,33.5310375219445,33.1501229834006,34.6712271983125
12,2022-08-15,BOG,ALQ,12,97.0143963596112,77.3441078511664,71.9318616036981,88.0273784235442,74.0220531748759,77.3609237766312,73.6952584533026,66.977156776496
13,2022-08-26,BOG,ALQ,22,41.796758388062,38.7610437902592,38.0936172276613,40.9362247095438,42.6989400982649,42.4697654441978,42.2189309423355,40.3836753979924
14,2022-08-06,BOG,ALQ,5,34.8245969597032,35.363196477538,34.710870853917,33.394268391633,35.1467960456632,34.3997284249964,33.8294701400331,34.7950415574778
15,2022-08-23,BOG,ALQ,19,39.3740910268967,39.3444112947534,39.6276315008825,39.9047032946433,40.0547441093588,40.0426813087508,40.0739941049828,39.8740783058682
16,2022-09-01,BOG,ALQ,27,40.0845828438088,39.174034817103,37.1018242775182,38.259239122062,39.8783757032322,40.947791927611,40.3461021852528,38.7042223931939
17,2022-08-25,BOG,ALQ,21,44.1235928132954,39.7545182841154,38.809517750051,43.4062491418955,40.2158176992898,41.2582666000619,41.3965077798028,38.1138425520212
18,2022-08-20,BOG,ALQ,17,41.2493434302077,38.7289814917806,38.8040289431703,42.0120776283426,37.6581302519933,37.7681292937401,37.4758039535991,38.1895157859378
19,2022-08-04,BOG,ALQ,3,33.1839272769025,27.8482278091416,26.5998507056023,29.3180137937195,27.869825892149,28.5752747788122,27.2716120397597,26.0670614941474
20,2022-08-08,BOG,ALQ,6,38.5532961636915,36.1489843562461,35.6912835193821,39.0971485430748,33.7477344017508,30.1119120832346,31.3904886080055,34.1607279379521
21,2022-08-29,BOG,ALQ,24,43.1484401205313,37.3286089158248,36.2093402839351,42.3407462968667,35.8546337560183,32.2150522154912,33.3893115082686,35.4801503688821
22,2022-08-31,BOG,ALQ,26,44.2859279519663,38.5884966170502,39.6513073746525,42.25547729173,47.1199545740582,45.3255608028071,44.7911490617885,43.5209811779596
23,2022-08-18,BOG,ALQ,15,43.6761291175501,39.3077614572771,39.4705702568597,40.3792690130861,40.5712447204485,40.4369921019872,39.3088086277231,40.4050477320661
24,2022-08-27,BOG,ALQ,23,37.8309325949429,34.8420484509015,33.835446150072,38.2465231511762,35.9952915575002,37.1341861361687,36.6330791922167,34.7019711859088
25,2022-08-30,BOG,ALQ,25,42.1483488488368,38.6323918296352,38.9805385930816,41.7617292600507,37.3821192104007,38.0620124452868,37.8309119138073,36.5867923901287
26,2022-08-19,BOG,ALQ,16,51.2712250343167,44.5396149993269,44.2469151237196,49.281153752191,48.3429086238008,48.3983356270563,48.2397810450911,46.0883863686373
27,2022-08-16,BOG,ALQ,13,46.844508466395,42.2265040099127,42.4524391043038,44.7403587723587,42.969871722659,43.2977412765623,42.0345701014186,41.9239265348267
28,2022-08-13,BOG,ALQ,11,39.9598279217727,35.6374848753103,35.9120569250593,39.2277373528182,38.2490272554026,38.0369920454355,38.185810519254,38.1899205447148
29,2022-09-03,BOG,ALQ,29,44.9300465991302,39.0699653206059,36.8678839961868,44.0613908956312,39.5587749799532,40.0736613065256,39.2703595011278,37.1272540124022
0,2022-08-11,BOG,ALQ,6,41.1689829182648,35.2209076579661,34.4334231052588,137.623335120361,33.5724151838342,34.0696828126827,32.9412904176088,31.9800933546576
1,2022-09-07,BOG,ALQ,29,50.5747521051691,44.752843275866,45.0854306057204,111.573885763274,48.3413261833608,51.2129224211586,50.267807238879,46.9611638267784
