,forecast_date,region_code,warehouse,timeframe,mafe_exp1,mafe_exp2,mafe_exp3,mafe_exp4,mafe_exp5,mafe_exp6,mafe_exp7,mafe_exp8
0,2022-08-20,BOG,ALQ,17,34.8368841864637,34.072097113403,34.1147052588666,32.6808883544363,35.2714084154664,33.3426855251658,32.9897842364375,34.206173889132
1,2022-08-04,BOG,ALQ,3,33.7921591075717,31.3191305380611,30.1592145901205,29.3146880260701,32.5882305435842,30.4492857739615,28.8042014612489,30.2510944722963
2,2022-08-30,BOG,ALQ,25,36.5591516732425,28.9902940149647,28.2855107993267,32.5423481595911,28.5765696877966,33.389416445364,31.469937772153,28.4518519119167
3,2022-08-27,BOG,ALQ,23,39.9321078303099,33.8556910654443,33.4183908617994,38.5942570554394,36.3400129658852,39.0283058830042,38.0776597482032,33.6466685309655
4,2022-08-10,BOG,ALQ,8,31.8546727929851,28.7913601370658,29.3021897869305,27.7659419445458,27.8650060290526,28.6077280149565,27.945872049595,29.5990637891894
5,2022-08-03,BOG,ALQ,2,30.7749110283486,27.9047383001586,28.1642255267763,28.1983094480205,28.9256373888727,28.9193723383173,28.3584828877417,28.5555791603681
6,2022-08-09,BOG,ALQ,7,28.8269365121886,28.41892081266,28.3875298424283,25.5824726320132,26.3988972991549,26.5940928652302,25.2496850451084,28.6213188627707
7,2022-08-12,BOG,ALQ,10,41.2547423822717,35.626446271649,34.8224732731189,37.8155640095587,37.3397138761172,39.1142703189726,37.0674330792792,34.8372008501916
8,2022-08-29,BOG,ALQ,24,31.9960517015764,32.2448837832027,31.9518375052133,30.1773345647339,29.9613398329013,30.2780562568135,30.1542910600956,32.4986743539762
9,2022-09-05,BOG,ALQ,30,37.0520161232668,37.0937033732818,36.4992779588281,37.6919468578402,34.5394580011077,37.8115358748966,37.3196654612267,36.7329959706355
10,2022-08-15,BOG,ALQ,12,129.30189802254,97.7647939990762,94.6767196333275,114.483491700262,99.7040677212414,114.530118404547,111.547648048949,91.3359506942147
11,2022-08-24,BOG,ALQ,20,44.8950264814992,36.5784217741059,34.9005828319166,38.4469286915782,38.4047877871887,39.8352801999635,37.7130158587354,34.8736639750106
12,2022-08-17,BOG,ALQ,14,30.6493151198144,25.6682187470932,26.721871980642,26.8894961105442,26.236873299854,27.2329065867954,27.147005490192,26.9747609016367
13,2022-08-05,BOG,ALQ,4,31.7852775054089,28.9694078978738,28.7069813332165,29.0320132376562,30.4345487687995,29.6343270395378,28.715942326071,28.9362050256646
14,2022-08-08,BOG,ALQ,6,30.6256909879685,38.8762340803161,38.1327919030584,30.4968463107108,35.2769119208034,29.4681983065897,30.0799619765972,37.3302192310482
15,2022-08-11,BOG,ALQ,9,37.6052623813407,27.7215464530839,27.5616574854682,31.9357423615832,29.2481654215874,32.1023831002245,30.821178956954,27.0310174584469
16,2022-08-25,BOG,ALQ,21,40.8377310409584,33.7412394314116,31.7154279963548,37.145883788089,36.347505755229,37.4795621316124,35.9543214104185,31.4996039650479
17,2022-08-23,BOG,ALQ,19,34.1130778243877,34.8013099629763,34.2805857052633,31.3513010508657,34.1650250712584,31.5640391959731,30.6936859003865,34.156653583206
18,2022-08-31,BOG,ALQ,26,52.0545498770792,39.3293214109601,36.9883720970192,43.6660161464699,42.7657063873432,45.1403415121284,42.9784962148254,36.8942097648708
19,2022-08-18,BOG,ALQ,15,38.5882542404515,34.270039693193,34.4900249985555,33.497501626011,33.7289499928635,32.5312502212541,31.9552628664884,33.6482012712556
20,2022-08-16,BOG,ALQ,13,29.9426638635885,31.3427744056665,30.9483097181879,30.7069756434087,27.0586678144339,29.9182818925066,29.8638463829306,30.2769206166536
21,2022-08-19,BOG,ALQ,16,37.8673216764882,36.6508382546409,36.0403551209559,33.9549059450398,35.897886952836,35.5549415529179,33.6709473345191,36.0553719585032
22,2022-08-13,BOG,ALQ,11,36.4584239176024,32.13567916203,32.9380181763375,33.935452658683,33.5157138863489,33.7150759920369,33.5163232887666,33.0767262046885
23,2022-09-02,BOG,ALQ,28,48.7112703325764,35.2522549834932,34.1332695054439,44.4118101521389,37.898046164719,45.9021202363854,43.229918990253,34.0797917535713
24,2022-08-22,BOG,ALQ,18,30.9158992462322,39.5942301864113,39.814578503898,33.5403072896327,37.6018541460997,33.0204125754209,33.6726411787865,40.029988080073
25,2022-08-26,BOG,ALQ,22,46.4120523547686,35.2788560365065,34.7780575650102,41.8670481373808,38.5093056002766,42.6685379726651,40.4044772702472,34.4961338992678
26,2022-08-06,BOG,ALQ,5,29.7967452870536,29.3371104220622,29.2676940855217,27.1707432615766,29.1762651378714,27.3711397624477,26.7766212902182,28.8410140376673
27,2022-09-01,BOG,ALQ,27,40.0010421927267,33.9408223705603,32.4050087695945,36.8275328445691,35.8246557033404,38.4439468282409,37.0252889311915,32.8735157451565
28,2022-09-03,BOG,ALQ,29,39.6325354928153,34.7607999520174,32.8666200637684,37.58670198952,37.126336962712,38.025801880723,36.6346750245586,32.8451224131941
29,2022-08-02,BOG,ALQ,1,21.8327641449355,24.5756103238138,24.7493412751211,19.0627636736633,23.8274068506547,19.979421490014,19.3451432053697,24.907229634092
0,2022-08-24,BOG,ALQ,17,38.7752665313294,31.6541704846566,32.0830640919575,126.08164486336,32.7746342304748,35.6177066111115,33.515602325511,32.2012580561717
1,2022-08-20,BOG,ALQ,14,34.3416569134532,34.0305775334514,32.4197851786092,108.632659441034,34.6254839848344,33.4376928004313,32.1637034576218,32.4314270729082
2,2022-08-08,BOG,ALQ,3,28.0121932124039,36.4568815725621,35.1922078874235,74.8947874517868,33.259774982177,26.8451532333476,27.7701934618198,34.3474968064545
